onset	duration	trial_type	response
34.33	0.13	change	yes
44.83	0.13	change	yes
60.17	0.13	change	yes
86.33	0.13	change	no
112.50	0.13	change	yes
139.67	0.13	change	yes
154.83	0.13	change	yes
185.50	0.13	change	yes
210.67	0.13	change	yes
222.33	0.13	change	yes
242.83	0.13	change	yes
269.67	0.13	change	yes
293.00	0.13	change	yes
318.17	0.13	change	yes
343.00	0.13	change	yes
